City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
230,Constitucion,MX,2020-01-05 06:39:57,23.99,-104.67,41.0,58,16,5.99,few clouds,0.0,0.0
231,Iqaluit,CA,2020-01-05 06:39:57,63.75,-68.52,-29.0,60,5,17.22,clear sky,0.0,0.0
232,Teguldet,RU,2020-01-05 06:39:57,57.31,88.17,24.03,92,100,11.48,light snow,0.0,0.5
233,Centerville,US,2020-01-05 06:37:53,40.92,-111.87,35.01,66,20,1.72,few clouds,0.0,0.0
234,Bilma,NE,2020-01-05 06:39:58,18.69,12.92,46.47,39,0,8.1,clear sky,0.0,0.0
235,Sao Felix Do Xingu,BR,2020-01-05 06:39:58,-6.64,-51.99,70.66,96,83,1.28,light rain,0.19,0.0
236,Sibolga,ID,2020-01-05 06:39:59,1.74,98.78,86.9,63,29,1.97,light rain,0.38,0.0
237,Nishihara,JP,2020-01-05 06:39:59,35.74,139.53,52.0,31,20,12.75,few clouds,0.0,0.0
238,Muzhi,RU,2020-01-05 06:39:59,65.4,64.7,23.92,79,0,18.16,clear sky,0.0,0.0
239,Harper,US,2020-01-05 06:40:00,30.3,-99.24,53.01,74,1,12.66,clear sky,0.0,0.0
240,Mandera,ET,2020-01-05 06:40:00,3.94,41.86,83.77,50,27,8.3,scattered clouds,0.0,0.0
241,Otane,NZ,2020-01-05 06:40:00,-39.89,176.62,63.0,70,100,18.99,overcast clouds,0.0,0.0
242,Ayolas,PY,2020-01-05 06:40:00,-27.39,-56.84,69.58,74,3,2.3,clear sky,0.0,0.0
243,Narsaq,GL,2020-01-05 06:40:00,60.91,-46.05,24.8,79,98,5.17,overcast clouds,0.0,0.0
244,Berlevag,NO,2020-01-05 06:40:00,70.86,29.09,28.99,62,100,33.02,light snow,0.0,0.31
245,Grindavik,IS,2020-01-05 06:40:01,63.84,-22.43,37.4,86,75,31.09,shower rain,0.0,0.0
246,Tornio,FI,2020-01-05 06:40:01,61.12,27.27,28.99,74,90,9.17,overcast clouds,0.0,0.0
247,Marzuq,YE,2020-01-05 06:40:01,14.4,46.47,73.29,35,0,3.8,clear sky,0.0,0.0
248,Minab,IR,2020-01-05 06:40:01,27.15,57.07,75.2,64,75,2.24,haze,0.0,0.0
249,Seymchan,RU,2020-01-05 06:40:01,62.93,152.39,-12.55,99,29,2.01,scattered clouds,0.0,0.0
250,Rockhampton,AU,2020-01-05 06:39:20,-23.38,150.51,87.8,43,74,11.41,light rain,0.19,0.0
251,Canutama,BR,2020-01-05 06:40:02,-6.53,-64.38,73.04,98,100,2.89,light rain,2.0,0.0
252,Kedrovyy,RU,2020-01-05 06:40:02,56.17,91.82,26.6,49,40,11.18,light shower snow,0.0,0.0
253,Kendari,ID,2020-01-05 06:40:02,-3.99,122.52,84.83,72,98,9.04,light rain,0.25,0.0
254,Kaputa,ZM,2020-01-05 06:40:02,-8.47,29.66,70.65,89,100,0.65,light rain,0.5,0.0
255,Birjand,IR,2020-01-05 06:40:02,32.86,59.22,46.4,93,75,4.7,broken clouds,0.0,0.0
256,Sydney,AU,2020-01-05 06:38:11,-33.85,151.22,73.4,64,75,24.16,broken clouds,0.0,0.0
257,Barra,GM,2020-01-05 06:40:03,13.49,-16.54,68.0,30,0,12.75,haze,0.0,0.0
258,Manokwari,ID,2020-01-05 06:40:03,-0.87,134.08,75.16,91,90,4.7,moderate rain,3.06,0.0
259,Bagan,RU,2020-01-05 06:40:03,54.1,77.67,23.52,92,100,15.39,overcast clouds,0.0,0.0
260,Tuatapere,NZ,2020-01-05 06:40:04,-46.13,167.69,55.0,66,6,20.0,clear sky,0.0,0.0
261,Flin Flon,CA,2020-01-05 06:40:04,54.77,-101.88,8.31,96,100,4.23,snow,0.0,4.19
262,Chumikan,RU,2020-01-05 06:40:04,54.72,135.31,-1.71,81,66,5.57,broken clouds,0.0,0.0
263,Stokmarknes,NO,2020-01-05 06:40:04,68.56,14.91,28.99,84,100,4.0,overcast clouds,0.0,0.06
264,Vardo,US,2020-01-05 06:40:04,39.62,-77.74,42.01,60,90,12.75,overcast clouds,0.0,0.0
265,Monrovia,LR,2020-01-05 06:40:05,6.33,-10.8,66.2,93,20,5.82,mist,0.0,0.0
266,Luganville,VU,2020-01-05 06:40:05,-15.51,167.18,73.4,100,40,11.41,scattered clouds,0.0,0.0
267,De-Kastri,RU,2020-01-05 06:40:05,51.48,140.77,5.83,84,21,30.65,few clouds,0.0,0.0
268,Botou,CN,2020-01-05 06:40:06,38.08,116.55,40.51,58,100,4.59,overcast clouds,0.0,0.0
269,Manoharpur,IN,2020-01-05 06:40:06,22.35,85.21,70.79,52,37,5.84,scattered clouds,0.0,0.0
270,Nouadhibou,MR,2020-01-05 06:40:06,20.93,-17.03,60.8,31,31,21.92,sand,0.0,0.0
271,Vostok,RU,2020-01-05 06:40:06,46.45,135.83,4.26,92,100,3.67,overcast clouds,0.0,0.0
272,Agirish,RU,2020-01-05 06:40:06,61.92,63.02,27.57,96,100,8.23,light snow,0.0,0.75
273,Pingdingshan,CN,2020-01-05 06:40:06,33.74,113.3,42.15,91,100,12.71,light rain,1.75,0.0
274,Avarua,CK,2020-01-05 06:38:18,-21.21,-159.78,80.6,83,14,1.12,light rain,1.19,0.0
275,Esperance,AU,2020-01-05 06:40:07,-33.86,121.89,87.8,15,0,11.41,clear sky,0.0,0.0
276,Ginda,IN,2020-01-05 06:40:07,30.69,78.49,46.8,36,29,3.74,scattered clouds,0.0,0.0
277,Gilgit,PK,2020-01-05 06:40:07,35.92,74.31,7.81,75,92,2.55,overcast clouds,0.0,0.0
278,Hailar,CN,2020-01-05 06:40:08,49.2,119.7,7.79,86,32,5.19,scattered clouds,0.0,0.0
279,Abnub,EG,2020-01-05 06:40:08,27.27,31.15,44.19,59,0,2.8,clear sky,0.0,0.0
280,Axim,GH,2020-01-05 06:40:08,4.87,-2.24,69.98,68,23,2.42,few clouds,0.0,0.0
281,Demba,CD,2020-01-05 06:40:08,-5.47,22.27,71.58,95,100,0.67,light rain,0.19,0.0
282,Brae,GB,2020-01-05 06:40:08,60.4,-1.35,50.0,93,100,35.57,light rain,0.0,0.0
283,Saalfeld,DE,2020-01-05 06:40:09,50.65,11.36,35.01,94,75,5.82,broken clouds,0.0,0.0
284,Lavrentiya,RU,2020-01-05 06:40:09,65.58,-170.99,-6.74,84,100,9.89,overcast clouds,0.0,0.0
285,Cap Malheureux,MU,2020-01-05 06:40:09,-19.98,57.61,78.01,94,75,6.93,broken clouds,0.0,0.0
286,Kiruna,SE,2020-01-05 06:37:58,67.86,20.23,14.0,78,60,10.29,broken clouds,0.0,0.0
287,Sao Paulo De Olivenca,BR,2020-01-05 06:40:09,-3.38,-68.87,72.68,97,97,2.24,light rain,0.25,0.0
288,Porto Alegre,BR,2020-01-05 06:40:10,-30.03,-51.23,70.0,94,0,5.82,clear sky,0.0,0.0
289,Beringovskiy,RU,2020-01-05 06:40:10,63.05,179.32,-7.53,71,0,19.77,clear sky,0.0,0.0
290,Somerset East,ZA,2020-01-05 06:40:10,-32.72,25.59,67.42,88,64,5.08,light rain,0.31,0.0
291,Udachnyy,RU,2020-01-05 06:40:10,66.42,112.4,-11.2,76,81,2.24,broken clouds,0.0,0.0
292,Porto Novo,BR,2020-01-05 06:40:10,-23.68,-45.44,68.0,94,75,1.61,mist,0.0,0.0
293,Porto Velho,BR,2020-01-05 06:40:10,-8.75,-63.87,77.0,94,75,2.24,broken clouds,0.0,0.0
294,Luderitz,NA,2020-01-05 06:40:11,-26.65,15.16,61.39,85,0,3.02,clear sky,0.0,0.0
295,Portland,US,2020-01-05 06:40:11,43.66,-70.25,34.0,86,90,10.29,light rain,0.0,0.0
296,Atar,MR,2020-01-05 06:40:11,20.52,-13.05,51.71,27,32,9.84,scattered clouds,0.0,0.0
297,Buchanan,LR,2020-01-05 06:40:11,5.88,-10.05,66.2,93,20,5.82,mist,0.0,0.0
298,Dayong,CN,2020-01-05 06:40:11,25.02,118.29,71.6,64,20,8.95,few clouds,0.0,0.0
299,Montepuez,MZ,2020-01-05 06:40:12,-13.13,39.0,77.65,85,100,4.43,overcast clouds,0.0,0.0
300,Lithgow,AU,2020-01-05 06:40:12,-33.48,150.16,73.4,60,90,19.46,overcast clouds,0.0,0.0
301,Bowen,AU,2020-01-05 06:40:12,-20.01,148.25,86.0,58,40,17.22,scattered clouds,0.0,0.0
302,Bethel,US,2020-01-05 06:40:12,60.79,-161.76,-11.2,75,1,4.7,clear sky,0.0,0.0
303,Lagoa,PT,2020-01-05 06:40:12,37.14,-8.45,50.0,81,20,8.05,few clouds,0.0,0.0
304,Waingapu,ID,2020-01-05 06:40:13,-9.65,120.26,83.79,76,100,24.2,light rain,1.25,0.0
305,Lorengau,PG,2020-01-05 06:40:13,-2.02,147.27,82.74,79,96,15.55,moderate rain,5.06,0.0
306,Mackenzie,CA,2020-01-05 06:40:13,55.34,-123.09,26.6,79,75,6.93,broken clouds,0.0,0.0
307,San Javier,BR,2020-01-05 06:40:13,-27.87,-55.13,68.0,88,14,3.51,few clouds,0.0,0.0
308,Takoradi,GH,2020-01-05 06:40:13,4.89,-1.75,73.58,66,29,5.37,scattered clouds,0.0,0.0
309,Padang,ID,2020-01-05 06:40:13,-0.92,100.36,83.73,62,35,1.97,scattered clouds,0.0,0.0
310,Oxford,US,2020-01-05 06:40:00,33.61,-85.83,35.01,100,75,5.99,broken clouds,0.0,0.0
311,Johi,PK,2020-01-05 06:40:14,26.69,67.61,68.41,37,2,5.95,clear sky,0.0,0.0
312,Sindor,RU,2020-01-05 06:40:14,62.87,51.9,26.22,94,100,4.85,overcast clouds,0.0,0.0
313,Ust-Koksa,RU,2020-01-05 06:40:14,50.27,85.62,15.69,81,28,4.41,scattered clouds,0.0,0.0
314,Snyder,US,2020-01-05 06:40:15,32.72,-100.92,52.0,45,1,11.41,clear sky,0.0,0.0
315,Kushiro,JP,2020-01-05 06:40:15,43.11,144.15,28.4,42,75,4.7,light shower snow,0.0,0.0
316,Saint Anthony,US,2020-01-05 06:40:15,43.97,-111.68,21.99,85,1,3.2,clear sky,0.0,0.0
317,Batemans Bay,AU,2020-01-05 06:40:15,-35.71,150.18,63.0,71,44,15.01,light rain,0.25,0.0
318,Kovur,IN,2020-01-05 06:40:15,14.5,79.99,84.67,62,12,9.01,light rain,0.25,0.0
319,Prince Rupert,CA,2020-01-05 06:39:10,54.32,-130.32,37.4,93,90,14.99,moderate rain,0.0,0.0
320,Mount Gambier,AU,2020-01-05 06:37:40,-37.83,140.78,64.4,48,83,13.87,broken clouds,0.0,0.0
321,Senador Guiomard,BR,2020-01-05 06:40:16,-10.15,-67.74,75.2,100,75,4.7,thunderstorm,0.0,0.0
322,Dallas,US,2020-01-05 06:37:56,32.78,-96.8,50.0,50,1,10.29,clear sky,0.0,0.0
323,Buta,CD,2020-01-05 06:40:16,2.79,24.73,72.88,59,94,0.69,overcast clouds,0.0,0.0
324,Balsas,BR,2020-01-05 06:40:16,-7.53,-46.04,70.93,96,100,2.24,overcast clouds,0.0,0.0
325,Taoudenni,ML,2020-01-05 06:40:17,22.68,-3.98,48.6,32,0,5.95,clear sky,0.0,0.0
326,Coquimbo,CL,2020-01-05 06:36:51,-29.95,-71.34,60.8,93,90,8.05,overcast clouds,0.0,0.0
327,Mayumba,GA,2020-01-05 06:40:17,-3.44,10.65,79.43,85,77,8.93,light rain,0.94,0.0
328,Batagay-Alyta,RU,2020-01-05 06:40:17,67.8,130.41,-22.97,76,21,3.33,few clouds,0.0,0.0
329,Kaeo,NZ,2020-01-05 06:40:17,-35.1,173.78,64.99,74,34,5.01,scattered clouds,0.0,0.0
330,Ornskoldsvik,SE,2020-01-05 06:40:18,63.29,18.72,23.0,73,34,3.36,scattered clouds,0.0,0.0
331,La Orilla,MX,2020-01-05 06:40:18,18.0,-102.23,70.59,71,58,4.52,broken clouds,0.0,0.0
332,Norheimsund,NO,2020-01-05 06:40:18,60.37,6.14,39.99,93,75,14.99,broken clouds,0.0,0.0
333,Cabinda,AO,2020-01-05 06:40:18,-5.56,12.19,75.2,94,75,9.1,broken clouds,0.0,0.0
334,Dharchula,IN,2020-01-05 06:40:18,29.85,80.53,30.63,59,65,5.55,broken clouds,0.0,0.0
335,Najran,SA,2020-01-05 06:40:18,17.54,44.22,78.8,41,0,2.24,clear sky,0.0,0.0
336,Malinyi,TZ,2020-01-05 06:40:19,-8.94,36.14,78.46,84,100,1.21,overcast clouds,0.0,0.0
337,Aktau,KZ,2020-01-05 06:40:19,43.65,51.16,24.8,85,100,11.18,overcast clouds,0.0,0.0
338,Kindersley,CA,2020-01-05 06:40:19,51.47,-109.16,26.6,68,20,17.22,few clouds,0.0,0.0
339,Vestmannaeyjar,IS,2020-01-05 06:40:19,63.44,-20.27,43.21,67,100,37.71,light rain,1.0,0.0
340,Balikpapan,ID,2020-01-05 06:40:19,-1.24,116.86,82.9,86,73,6.8,light rain,1.69,0.0
341,Vanavara,RU,2020-01-05 06:40:20,60.35,102.28,13.05,90,100,11.5,overcast clouds,0.0,0.0
342,Bandarbeyla,SO,2020-01-05 06:40:20,9.49,50.81,77.65,76,13,14.27,few clouds,0.0,0.0
343,Tamm,DE,2020-01-05 06:40:20,48.92,9.12,42.01,93,75,2.24,broken clouds,0.0,0.0
344,Faya,SA,2020-01-05 06:40:20,18.39,42.45,62.6,77,75,17.22,broken clouds,0.0,0.0
345,Praya,ID,2020-01-05 06:40:21,-8.71,116.27,89.6,62,75,18.34,broken clouds,0.0,0.0
346,Newport,GB,2020-01-05 06:39:19,51.59,-3.0,45.0,93,90,10.29,overcast clouds,0.0,0.0
347,Camacha,PT,2020-01-05 06:40:21,33.08,-16.33,62.6,87,20,5.82,few clouds,0.0,0.0
348,Haines Junction,CA,2020-01-05 06:40:21,60.75,-137.51,-16.19,98,36,2.86,scattered clouds,0.0,0.0
349,Newton,US,2020-01-05 06:40:22,42.34,-71.21,37.99,100,100,12.75,light rain,0.0,0.0
350,Tynne,UA,2020-01-05 06:40:22,51.17,26.77,31.8,97,100,4.54,light snow,0.0,0.37
351,Caravelas,BR,2020-01-05 06:40:22,-17.73,-39.27,74.86,91,100,10.56,moderate rain,3.31,0.0
352,Lima,PE,2020-01-05 06:40:22,-12.06,-77.04,69.8,94,90,10.29,overcast clouds,0.0,0.0
353,Capao Bonito,BR,2020-01-05 06:40:22,-24.01,-48.35,65.98,89,100,5.88,overcast clouds,0.0,0.0
354,Cartagena,ES,2020-01-05 06:40:23,37.63,-1.0,42.01,100,0,3.36,clear sky,0.0,0.0
355,Kavieng,PG,2020-01-05 06:40:23,-2.57,150.8,84.83,72,100,10.31,light rain,2.94,0.0
356,Porto Walter,BR,2020-01-05 06:40:23,-8.27,-72.74,72.79,92,100,2.55,overcast clouds,0.0,0.0
357,Poum,MK,2020-01-05 06:40:23,41.28,20.71,33.8,80,90,6.93,overcast clouds,0.0,0.0
358,Pangkalanbuun,ID,2020-01-05 06:40:23,-2.68,111.62,94.64,47,55,4.12,light rain,1.25,0.0
359,Kalabagh,PK,2020-01-05 06:40:24,34.07,73.37,48.99,64,98,1.01,overcast clouds,0.0,0.0
360,Mayskiy,RU,2020-01-05 06:40:24,43.63,44.06,28.4,79,0,0.87,clear sky,0.0,0.0
361,Kapuskasing,CA,2020-01-05 06:40:24,49.42,-82.43,10.4,92,90,3.36,light snow,0.0,0.0
362,Skjervoy,NO,2020-01-05 06:40:24,70.03,20.97,30.67,77,100,30.15,light snow,0.0,0.88
363,Sungaipenuh,ID,2020-01-05 06:40:24,-2.08,101.38,78.13,66,71,2.26,moderate rain,3.63,0.0
364,Taga,ID,2020-01-05 06:40:24,-8.61,120.44,74.26,91,100,4.81,light rain,2.75,0.0
365,Vila Franca Do Campo,PT,2020-01-05 06:40:25,37.72,-25.43,64.4,82,40,12.75,scattered clouds,0.0,0.0
366,Pacific Grove,US,2020-01-05 06:40:25,36.62,-121.92,54.0,93,75,3.36,broken clouds,0.0,0.0
367,Marquette,US,2020-01-05 06:37:35,46.54,-87.4,28.4,86,90,6.93,light rain,0.0,0.0
368,Aksay,KZ,2020-01-05 06:40:25,51.17,53.01,20.61,88,86,11.9,overcast clouds,0.0,0.0
369,Maumere,ID,2020-01-05 06:40:26,-8.63,122.22,79.12,86,100,14.7,moderate rain,3.06,0.0
370,Isiro,CD,2020-01-05 06:40:26,2.77,27.62,74.77,73,86,2.1,overcast clouds,0.0,0.0
371,Wanaka,NZ,2020-01-05 06:40:26,-44.7,169.14,46.81,74,10,10.02,clear sky,0.0,0.0
372,Khartoum,SD,2020-01-05 06:36:12,15.59,32.54,57.2,35,28,17.22,scattered clouds,0.0,0.0
373,Mehamn,NO,2020-01-05 06:40:26,71.03,27.85,24.3,73,100,23.73,light snow,0.0,0.63
374,Nikolayevka,RU,2020-01-05 06:40:27,46.73,38.57,37.27,78,89,9.98,overcast clouds,0.0,0.0
375,Cabra,ES,2020-01-05 06:40:27,37.47,-4.43,41.0,100,0,3.36,clear sky,0.0,0.0
376,Fortuna,US,2020-01-05 06:40:27,40.6,-124.16,45.0,100,75,2.13,broken clouds,0.0,0.0
377,Havelock,US,2020-01-05 06:36:16,34.88,-76.9,51.8,63,75,23.04,broken clouds,0.0,0.0
378,Kasane,BW,2020-01-05 06:40:27,-17.8,25.16,70.47,88,100,5.64,overcast clouds,0.0,0.0
379,Provideniya,RU,2020-01-05 06:40:27,64.42,-173.23,-10.93,97,96,10.36,light snow,0.0,0.13
380,Tala,MX,2020-01-05 06:40:28,20.65,-103.7,54.0,27,5,4.7,clear sky,0.0,0.0
381,Soto La Marina,MX,2020-01-05 06:40:28,23.77,-98.21,55.04,63,0,3.04,clear sky,0.0,0.0
382,Kropotkin,RU,2020-01-05 06:40:28,45.43,40.58,33.01,69,51,3.42,broken clouds,0.0,0.0
383,Kericho,KE,2020-01-05 06:40:28,-0.37,35.28,64.22,49,4,5.28,clear sky,0.0,0.0
384,Wajir,KE,2020-01-05 06:40:29,1.75,40.07,82.54,58,6,10.22,clear sky,0.0,0.0
385,Panacan,PH,2020-01-05 06:40:29,7.15,125.66,87.8,70,75,6.93,broken clouds,0.0,0.0
386,Nantucket,US,2020-01-05 06:40:29,41.28,-70.1,45.0,93,90,17.22,light rain,0.0,0.0
387,Aksu,KZ,2020-01-05 06:40:29,52.04,76.93,26.6,86,100,8.95,overcast clouds,0.0,0.0
388,Wanning,AT,2020-01-05 06:40:29,48.64,13.53,35.01,86,20,11.41,few clouds,0.0,0.0
389,Saint-Georges,CA,2020-01-05 06:40:29,46.12,-70.67,28.99,93,99,3.71,light snow,0.0,1.06
390,Noumea,NC,2020-01-05 06:40:30,-22.28,166.46,84.2,58,75,23.04,broken clouds,0.0,0.0
391,Saint-Joseph,FR,2020-01-05 06:40:30,43.56,6.97,48.0,93,0,5.82,clear sky,0.0,0.0
392,Marathon,CA,2020-01-05 06:40:30,48.72,-86.38,18.05,85,99,8.57,overcast clouds,0.0,0.0
393,Codrington,AU,2020-01-05 06:40:30,-28.95,153.24,96.8,32,0,9.17,clear sky,0.0,0.0
394,Araouane,ML,2020-01-05 06:40:31,18.9,-3.53,51.53,27,0,10.42,clear sky,0.0,0.0
395,Nueve De Julio,AR,2020-01-05 06:40:31,-31.67,-68.39,84.6,33,91,3.11,overcast clouds,0.0,0.0
396,Bereda,ES,2020-01-05 06:40:31,43.27,-7.54,37.99,97,20,4.7,fog,0.0,0.0
397,Salinopolis,BR,2020-01-05 06:40:31,-0.61,-47.36,80.62,79,100,10.98,light rain,1.69,0.0
398,Ouesso,CG,2020-01-05 06:40:32,1.61,16.05,70.07,40,33,1.83,scattered clouds,0.0,0.0
399,San Cristobal,HN,2020-01-05 06:40:32,14.68,-86.92,60.75,97,11,2.35,few clouds,0.0,0.0
400,Wenling,CN,2020-01-05 06:40:32,28.38,121.38,55.99,92,100,3.4,light rain,0.12,0.0
401,Kroonstad,ZA,2020-01-05 06:40:32,-27.65,27.24,71.01,72,0,7.0,light rain,0.13,0.0
402,Tamworth,AU,2020-01-05 06:40:32,-31.09,150.93,105.8,13,8,3.36,clear sky,0.0,0.0
403,Pochutla,MX,2020-01-05 06:40:32,15.74,-96.47,75.99,78,40,5.82,scattered clouds,0.0,0.0
404,Madera,US,2020-01-05 06:37:48,36.96,-120.06,51.01,93,1,6.93,mist,0.0,0.0
405,Tateyama,JP,2020-01-05 06:40:33,36.66,137.31,42.01,75,75,6.93,light intensity shower rain,0.0,0.0
406,Brandenburg,US,2020-01-05 06:40:33,38.0,-86.17,37.4,90,90,8.05,overcast clouds,0.0,0.0
407,Acapulco,MX,2020-01-05 06:40:33,16.86,-99.88,75.2,94,5,2.77,clear sky,0.0,0.0
408,Karatau,KZ,2020-01-05 06:40:33,43.18,70.46,33.01,100,100,2.86,overcast clouds,0.0,0.0
409,Laguna,BZ,2020-01-05 06:40:34,16.17,-88.94,73.4,78,75,6.93,broken clouds,0.0,0.0
410,Smithers,CA,2020-01-05 06:40:34,54.78,-127.17,26.6,79,90,6.93,overcast clouds,0.0,0.0
411,La Libertad,PE,2020-01-05 06:40:34,-16.38,-71.56,53.6,93,75,6.93,mist,0.0,0.0
412,Amudat,UG,2020-01-05 06:40:34,1.95,34.95,73.69,51,88,2.66,overcast clouds,0.0,0.0
413,Mudgal,IN,2020-01-05 06:40:34,16.02,76.43,79.29,58,28,13.2,light rain,0.13,0.0
414,Mandalgovi,MN,2020-01-05 06:40:35,45.76,106.27,13.57,81,0,13.38,clear sky,0.0,0.0
415,Jaru,BR,2020-01-05 06:40:35,-10.43,-62.48,72.84,98,100,2.26,light rain,0.88,0.0
416,Zambezi,ZM,2020-01-05 06:40:35,-13.55,23.12,68.79,87,97,5.06,overcast clouds,0.0,0.0
417,Tosno,RU,2020-01-05 06:40:35,59.54,30.88,32.0,83,75,22.37,broken clouds,0.0,0.0
418,Havre-Saint-Pierre,CA,2020-01-05 06:40:35,50.23,-63.6,17.6,78,90,8.05,overcast clouds,0.0,0.0
419,Zaozerne,UA,2020-01-05 06:40:36,51.37,23.94,32.38,83,100,16.22,overcast clouds,0.0,0.0
420,Vavatenina,MG,2020-01-05 06:40:36,-17.47,49.2,80.94,63,96,2.82,overcast clouds,0.0,0.0
421,Glenluce,GB,2020-01-05 06:40:36,54.88,-4.81,46.0,92,100,4.0,overcast clouds,0.0,0.0
422,Novikovo,RU,2020-01-05 06:40:36,51.15,37.89,28.98,95,100,2.48,overcast clouds,0.0,0.0
423,Papara,BR,2020-01-05 06:40:37,-3.98,-38.73,86.0,83,40,4.7,scattered clouds,0.0,0.0
424,Sisimiut,GL,2020-01-05 06:40:37,66.94,-53.67,6.46,95,100,3.94,light snow,0.0,0.37
425,Spasskoye,RU,2020-01-05 06:40:37,55.86,45.7,23.74,95,99,6.76,overcast clouds,0.0,0.0
426,Marystown,CA,2020-01-05 06:40:37,47.17,-55.16,36.0,100,49,6.42,scattered clouds,0.0,0.0
427,Pangody,RU,2020-01-05 06:40:37,65.85,74.49,21.6,90,78,16.6,broken clouds,0.0,0.0
428,Fort Saint James,CA,2020-01-05 06:40:37,54.43,-124.25,20.17,88,65,6.69,broken clouds,0.0,0.0
429,Perth,AU,2020-01-05 06:39:14,-31.95,115.86,96.01,15,0,12.75,clear sky,0.0,0.0
430,Kanigoro,ID,2020-01-05 06:40:38,-8.13,112.22,86.97,68,71,8.59,light rain,2.25,0.0
431,Moranbah,AU,2020-01-05 06:40:38,-22.0,148.04,86.11,45,80,18.34,broken clouds,0.0,0.0
432,Korcula,HR,2020-01-05 06:40:38,42.96,17.14,50.0,37,40,14.99,scattered clouds,0.0,0.0
433,Shaunavon,CA,2020-01-05 06:40:38,49.65,-108.41,27.09,72,82,20.04,broken clouds,0.0,0.0
434,Borgarnes,IS,2020-01-05 06:40:39,64.54,-21.92,37.4,73,75,24.16,shower rain,0.0,0.0
435,Flinders,AU,2020-01-05 06:40:39,-34.58,150.85,72.0,100,94,9.17,light rain,0.19,0.0
436,Ahipara,NZ,2020-01-05 06:40:39,-35.17,173.16,64.99,81,47,17.69,scattered clouds,0.0,0.0
437,Laje,BR,2020-01-05 06:40:39,-13.18,-39.42,71.1,98,100,1.34,light rain,2.12,0.0
438,Barabai,ID,2020-01-05 06:40:39,-2.59,115.38,86.14,63,100,3.27,light rain,0.19,0.0
439,Cairns,AU,2020-01-05 06:39:57,-16.92,145.77,88.0,52,75,12.75,broken clouds,0.0,0.0
440,Mongu,ZM,2020-01-05 06:40:40,-15.27,23.14,70.2,84,100,2.17,overcast clouds,0.0,0.0
441,Den Helder,NL,2020-01-05 06:40:40,52.96,4.76,46.4,93,90,8.05,overcast clouds,0.0,0.0
442,Guamuchil,MX,2020-01-05 06:40:40,25.47,-108.1,53.01,93,0,1.01,clear sky,0.0,0.0
443,Canavieiras,BR,2020-01-05 06:40:40,-15.68,-38.95,75.47,94,100,6.26,overcast clouds,0.0,0.0
444,Sayyan,YE,2020-01-05 06:40:41,15.17,44.32,61.88,60,0,4.85,clear sky,0.0,0.0
445,Beyneu,KZ,2020-01-05 06:40:41,45.32,55.19,30.06,62,27,7.09,scattered clouds,0.0,0.0
446,Dunedin,NZ,2020-01-05 06:40:41,-45.87,170.5,57.0,58,40,26.13,scattered clouds,0.0,0.0
447,Lerwick,GB,2020-01-05 06:40:41,60.15,-1.15,50.0,87,75,28.86,broken clouds,0.0,0.0
448,Quang Ngai,VN,2020-01-05 06:40:41,15.12,108.8,75.92,72,64,8.25,light rain,0.38,0.0
449,Walvis Bay,NA,2020-01-05 06:40:41,-22.95,14.51,62.01,87,90,6.93,overcast clouds,0.0,0.0
450,Houma,CN,2020-01-05 06:40:42,35.63,111.36,35.28,98,100,2.15,light snow,0.0,0.69
451,Buala,SB,2020-01-05 06:40:42,-8.15,159.59,83.61,79,100,10.58,moderate rain,4.81,0.0
452,Victoria,BN,2020-01-05 06:39:43,5.28,115.24,89.6,58,75,5.82,broken clouds,0.0,0.0
453,San Fernando,TT,2020-01-05 06:40:42,10.28,-61.46,73.99,88,20,5.06,few clouds,0.0,0.0
454,Nanfeng,CN,2020-01-05 06:40:43,27.22,116.52,70.72,65,49,1.95,scattered clouds,0.0,0.0
455,Komsomolskiy,RU,2020-01-05 06:40:43,67.55,63.78,22.48,90,100,29.06,light snow,0.0,0.31
456,Segovia,ES,2020-01-05 06:35:49,40.95,-4.12,43.0,92,0,2.24,clear sky,0.0,0.0
457,Enna,IT,2020-01-05 06:40:43,37.57,14.28,55.99,87,40,5.82,scattered clouds,0.0,0.0
458,Toledo,ES,2020-01-05 06:37:39,39.86,-4.02,43.0,84,0,2.91,clear sky,0.0,0.0
459,Lena,US,2020-01-05 06:40:44,42.38,-89.82,26.01,92,90,10.29,mist,0.0,0.0
460,Sovetskiy,RU,2020-01-05 06:40:44,56.76,48.47,27.0,95,100,10.69,light snow,0.0,0.13
461,Beloha,MG,2020-01-05 06:40:44,-25.17,45.06,84.31,55,11,12.19,few clouds,0.0,0.0
462,Tumpat,MY,2020-01-05 06:40:44,6.2,102.17,86.0,66,40,13.87,scattered clouds,0.0,0.0
463,Creel,MX,2020-01-05 06:40:44,27.75,-107.63,36.84,45,0,4.34,clear sky,0.0,0.0
464,Upington,ZA,2020-01-05 06:40:45,-28.46,21.24,75.2,15,4,10.29,clear sky,0.0,0.0
465,Salalah,OM,2020-01-05 06:40:45,17.01,54.1,78.8,65,75,14.99,broken clouds,0.0,0.0
466,Naze,NG,2020-01-05 06:40:45,5.43,7.07,66.2,55,17,5.82,dust,0.0,0.0
467,Karratha,AU,2020-01-05 06:40:45,-20.74,116.85,85.66,66,16,11.72,few clouds,0.0,0.0
